«»,Producer, Film, Rating, Budget, Year
79,5325,2898457,3.9,"$5,000,000",2013
80,5325,2907323,5.4,"$15,000,000",2012
81,5325,2927327,5.7,"$25,000,000",1994
82,5325,2928376,6.7,"$85,000,000",2003
83,5325,2940011,6.3,"$38,000,000",2011
84,5325,2954403,7.3,"$80,000,000",2000
85,5325,2980144,6.7,"$15,000,000",2006
86,5458,2063159,7.8,"$3,500,000",1980
87,5458,2209315,6.5,"$11,000,000",1990
88,5458,2614945,6.4,"$30,000,000",1994
89,5458,2912479,6.8,"$23,000,000",1991
90,5478,2122807,6.1,"$3,000,000",1970
91,5478,2257887,6.2,"$18,000,000",1967
92,5478,2360157,7.0,"$9,000,000",1970
93,5478,2687282,8.0,"$5,800,000",1968
94,5493,2099140,4.7,"SEK 16,700,000",2006
95,5493,2401201,4.9,"SEK 30,000,000",2007
96,5493,3064073,6.4,"ISK 200,000,000",2010
97,5508,2415987,6.9,"$2,500,000",1998
98,5508,2749359,5.4,"€ 1,300,000",2006
99,5508,2837196,4.3,"FIM 7,300,000",2001
100,5637,2723367,4.9,"$16,000,000",1990
101,5708,2356302,7.6,"$40,000",2000
102,5720,3053063,6.3,"CAD 1,500,000",2007
103,5751,2470844,5.6,"$6,000,000",2006
104,5776,2868507,2.8,"$100,000",1963
105,5776,2933575,2.5,"$56,000",1963
106,5800,2191337,7.1,"$25,000,000",2008
107,5800,2454057,6.6,"$23,000,000",2001
108,5800,2590041,7.4,"$145,000,000",2011
109,5800,2597863,6.5,"$40,000,000",2011
110,5800,2810998,8.0,"$140,000,000",2009
111,5800,2811011,7.9,"$190,000,000",2013
112,5800,2824765,7.1,"$50,000,000",2011
113,5800,2917207,4.9,"$8,000,000",1996
114,5860,2234610,5.5,"$5,000,000",1998
115,5860,2253545,3.9,"$45,000,000",1999
116,5860,2291811,5.5,"$12,000,000",2009
117,5860,2444075,5.5,"$10,000,000",1998
118,5860,2647305,5.3,"$35,000,000",2010
119,5860,2650069,4.1,"$16,000,000",2001
120,5860,2674892,7.1,"$40,000,000",2001
121,5860,2690817,7.2,"$24,000,000",1991
122,5860,2768405,6.9,"$28,000,000",2001
123,5860,2775963,5.8,"$10,000,000",1999
124,5860,2899541,5.9,"$4,000,000",1997
125,5860,2947894,5.1,"$35,000,000",2001
126,5860,2993799,3.9,"$25,000,000",2005
127,5860,3003820,6.4,"$6,000,000",2003
128,5860,3020970,5.2,"$3,000,000",1993
129,5860,3024621,7.0,"$40,000,000",2005
130,6511,2365616,4.5,"$300,000",2010
131,6555,2871507,8.3,"$20,000",2013
132,6555,2871507,8.3,"$20,000",2013
133,6578,2138494,7.2,"$3,000,000",2005
134,6837,2237971,6.3,"€ 1,157,000",2008
135,6837,2605397,6.1,"$1,500,000",2007
136,6842,2095792,5.6,"$1,000,000",2011
137,7470,2317664,6.3,"CAD 1,180,000",2010
138,7527,2453842,5.9,"$6,200,000",2007
139,7527,2555697,5.7,"$22,000,000",2008
140,7527,2600891,7.0,"$12,000,000",2003
141,7914,2880551,6.1,"$26,000,000",1996
142,7972,2553212,6.2,"$2,500,000",2010
143,8178,2736520,7.1,"$2,500,000",2012
144,8490,2752373,6.0,"$1,000,000",2012
145,8667,2897807,4.7,"$2,000,000",2012
146,8794,2054046,4.8,"$2,500,000",2012
147,9203,2676992,6.5,"$22,000,000",1981
148,9246,2519482,8.5,"CAD 410,000",2014
149,9246,2519482,8.5,"CAD 410,000",2014
150,9329,2232569,8.8,"$84,500",2014
151,9329,2642457,7.9,"$200,000",2012
152,9978,2885511,6.1,"$8,000,000",2007
153,10092,2890700,6.8,"$50,000,000",2005
154,10097,2428817,8.7,$900,2005
155,10414,2233855,4.3,"£900,000",2011
156,10594,2203588,5.1,"$1,000,000",2011
157,10594,2943635,6.6,"$3,000,000",2010
158,10636,2845212,6.4,£500,2011
159,10851,2091893,3.9,"$150,000",2013
160,10981,2978992,4.8,"$165,000",2014
161,11115,2539757,7.0,"$3,250,000",2012
162,11151,2137779,5.8,"$18,000,000",1987
163,11151,2799687,3.7,"$25,000,000",1993
164,11151,2824320,5.7,"$19,000,000",1988
165,11151,2907105,5.1,"$19,000,000",1983
166,11151,2919616,7.2,"$6,000,000",1976
167,11151,2926013,7.1,"$5,000,000",1976
168,11309,2382993,3.0,"$150,000",1981
169,11312,2709163,6.7,"$130,000,000",2011
170,11312,2781008,6.4,"$165,000,000",2010
171,11312,2781015,6.0,"$160,000,000",2006
172,11312,2865137,6.6,"$225,000,000",2008
173,11312,2865140,6.9,"$180,000,000",2005
174,11312,2865144,6.4,"$155,000,000",2010
175,11398,2058530,3.0,"$3,250,000",2009
176,11675,2595699,7.1,"$4,000,000",2001
177,11740,2022301,6.1,"$42,000,000",2001
178,11740,2086950,6.1,"$30,000,000",2001
179,11744,2924236,2.7,"$8,000,000",2003
180,11973,2512649,5.6,"EGP 40,000,000",2008
181,11973,2648662,7.5,"EGP 18,000,000",2006
182,12159,2307679,4.6,"$6,000,000",1999
183,12159,2687189,6.1,"$70,000,000",2007
184,12159,2945219,5.0,"$4,000,000",1998
185,12408,2117675,4.6,"$10,000,000",2011
186,12608,2595913,5.4,"$3,000,000",2008
187,12608,2687706,5.6,"$2,500,000",2008
188,12691,2584042,6.5,"$2,000",2013
189,12691,2584042,6.5,"$2,000",2013
190,12708,2075796,6.9,"$250,000",2008
191,12856,2898803,3.5,"$1,000,000",2007
192,12869,2283828,5.4,"$3,000,000",2012
193,12892,2183920,8.1,"$1,000",2013
194,12983,2336512,7.8,"$1,650,000",1954
195,12983,2381251,7.4,"$3,000,000",1957
196,12983,2802859,7.0,"$6,000,000",1958
197,13034,2199973,6.9,"$100,000,000",2005
198,13034,2264155,5.4,"$8,000,000",1997
199,13034,2272713,5.1,"$20,000,000",2008
200,13034,2350559,5.4,"$35,000,000",2001
201,13034,2396198,5.3,"$400,000",1980
202,13034,2401899,5.6,"$19,000,000",2000
203,13034,2811906,6.1,"$60,000,000",2004
204,13034,2825823,6.1,"$209,000,000",2005
205,13034,2835761,6.7,"$13,000,000",1995
206,13034,2954213,5.5,"$20,000,000",2002
207,13034,3003053,7.1,"$75,000,000",2009
208,13105,2075408,7.2,"$16,000,000",1992
209,13105,2779245,5.8,"$3,500,000",1981
210,13105,2927528,7.4,"$1,200,000",1977
211,13114,2568895,6.0,"€ 50",2006
212,13171,2131099,4.6,"$8,000,000",2012
213,13224,2434855,2.8,"$40,000",1972
214,13536,2165558,5.6,"$167,669",1953
215,13536,2241670,6.5,"$150,246",1950
216,13536,2260255,6.4,"$155,200",1958
217,13536,2314651,5.6,"$156,120",1949
218,13536,2326108,5.7,"$157,439",1950
219,13536,2350516,6.4,"$164,895",1952
220,13536,2361317,5.4,"$153,612",1951
221,13536,2456291,6.3,"$167,758",1954
222,13536,2472488,3.9,"$177,050",1955
223,13536,2472580,7.3,"$165,592",1953
224,13536,2563285,6.2,"$174,718",1954
225,13536,2667621,5.7,"$172,793",1955
226,13536,2715186,4.5,"$185,702",1952
227,13536,2894456,4.0,"$152,115",1950
228,13536,3059821,5.7,"$176,357",1952
229,14218,2090972,7.8,"$44,500,000",2012
230,14218,2815424,6.5,"$1,500,000",2003
231,14218,2855088,6.1,"$1,000,000",2003
232,14241,2823594,7.0,"$5,000",2009
233,14746,2777266,3.8,"$5,500,000",2004
234,14868,2879733,6.0,"INR 30,000,000",2010
235,15019,2098309,6.6,"$650,000",2006
236,15019,2346276,6.9,"$3,000,000",2009
237,15019,2430031,6.1,"€ 2,500,000",2012
238,15128,2428898,4.0,"$3,500,000",2008
239,15128,2710247,7.3,"$3,000",2005
240,15128,2774553,7.7,"$2,000,000",2010
241,15500,2098748,5.5,"$10,000,000",2012
242,15500,2098749,5.8,"$4,300,000",2011
243,15500,2098750,5.1,"$5,000,000",2014
244,15570,3010194,4.0,"$1,000,000",2011
245,15604,2965691,5.0,"$21,000,000",2014
246,15617,2149117,3.8,"$1,500,000",2011
247,15617,2780848,2.3,"$10,000,000",2012
248,15648,2142881,4.4,"INR 600,000,000",2011
249,15660,2802873,7.8,"$21,000,000",2000
250,15660,2840249,7.2,"$30,000,000",2003
251,16196,2630825,6.3,"$28,000,000",2006
252,16196,2712073,6.0,"$12,000,000",2008
253,16196,2712077,5.3,"$4,000,000",2011
254,16196,2874785,5.6,"$1,000,000",2008
255,16196,3047110,7.7,"$2,000,000",2002
256,16260,2924041,8.0,"AUD 17,000",2011
257,16355,2444741,3.9,"$150,000",2014
258,16355,2540057,5.6,"$250,000",2014
259,16714,2345944,6.5,"€ 1,600,000",2012
260,17186,2092646,7.6,"€ 2,000,000",2011
261,17197,2092978,4.5,"$5,000,000",2012
262,17217,2706279,8.0,"€ 180",2011
263,17273,2459577,4.1,"IDR 56,000,000",2008
264,17279,2315554,6.7,"$400,000",2006
265,17482,2203588,5.1,"$1,000,000",2011
266,18261,2449929,8.1,"$6,000,000",1998
267,18621,2241482,8.0,"$30,000",2014
268,18621,2898468,8.0,"$10,000",2013
269,18785,2333960,6.5,"€ 450,000",2014
270,18785,2432636,6.6,"€ 570,000",2008
271,18785,2478946,6.1,"€ 500,000",2005
272,18785,2546586,7.2,"€ 588,000",2014
273,18785,2606181,6.8,"€ 1,800,000",2007
274,18785,2719105,5.2,"€ 1,690,000",2012
275,18785,2743667,5.3,"€ 330,000",2010
276,18785,2784618,6.4,"€ 526,000",2013
277,18785,2984937,6.0,"€ 179,550",2008
278,18880,2453465,7.3,"FIM 1,555,960",1996
279,18921,2451989,5.5,"$25,000,000",1995
280,18921,2923390,7.1,"$30,000,000",2003
281,19229,2247579,7.6,"€ 4,200,000",2006
282,19229,2678733,6.7,"€ 850,000",2010
283,19258,2319591,6.4,"$137,000,000",2001
284,19258,2319608,7.6,"$5,000,000",2003
285,19258,2818159,3.7,"$35,000,000",1994
286,19258,2958035,5.3,"$25,000,000",2005
287,19331,2899184,3.7,"$1,200,000",2006
288,19603,2334428,4.2,"£2,500,000",2009
289,19673,2149117,3.8,"$1,500,000",2011
290,20071,2152716,6.0,"€ 74,500",2011
291,20209,3025848,6.1,"$8,500,000",2013
292,20368,2564413,6.1,"$6,000,000",2012
293,20368,2663732,5.9,"$8,000,000",2007
294,20368,2685726,5.6,"$24,000,000",2010
295,20406,3025697,7.7,"$5,000",2006
296,20470,2344043,6.2,"€ 1,500,000",2010
297,20946,2057368,6.8,"€ 1,000,000",2007
298,20946,2370244,7.6,"$3,500,000",2006
299,20946,2621798,7.2,"$1,500,000",2004
300,21123,2390820,4.3,"$2,000,000",2005
301,21248,2846752,3.6,"$300,000",2006
302,21289,2068850,6.9,"$9,000,000",2013
303,21289,2112147,5.5,"$950,000",2012
304,21289,2566718,7.1,"$3,500,000",2011
305,21456,2260154,7.1,"$16,700,000",2012
306,21456,2507327,7.9,"INR 300,000,000",2004
307,21456,2835555,7.4,"$7,395,080",2012
308,21456,3058550,8.1,"INR 550,000,000",2011
309,21589,2455987,5.6,"$6,600,000",2011
310,21589,2804262,5.6,"$17,000,000",2012
311,21677,2869613,6.0,"€ 16,000,000",2014
312,22008,2333839,4.6,"$1,500,000",2014
313,22008,2371901,6.1,"$15,000,000",2007
314,22008,2371933,5.6,"$17,000,000",1998
315,22008,2371950,4.9,"$15,000,000",2009
316,22008,2372020,4.0,"$15,000,000",2001
317,22008,2372023,4.9,"$5,000,000",1995
318,22009,2371899,7.9,"$300,000",1979
319,22009,2371907,5.9,"$5,000,000",1988
320,22009,2371908,5.1,"$3,000,000",1993
321,22009,2371933,5.6,"$17,000,000",1998
322,22009,2371949,6.5,"$2,500,000",1982
323,22009,2371952,4.4,"$2,500,000",1986
324,22009,2372020,4.0,"$15,000,000",2001
325,22009,2372023,4.9,"$5,000,000",1995
326,22009,2535489,8.3,"$35,000,000",2009
327,22009,2909094,8.6,"$10,000,000",1977
328,22037,2323046,6.0,"$12,000,000",2010
329,22065,2570445,6.1,"INR 150,000,000",2004
330,22163,2825846,4.2,"$20,000",2010
331,22163,2877561,7.6,"£1,500",2011
332,22181,2135746,6.1,"$12,500,000",2012
333,22412,3049648,3.1,"$1,500,000",2002
334,22735,2062083,6.9,"£3,000",2005
335,22984,2090128,6.6,"$12,000,000",2012
336,22984,2240991,7.5,"$4,000,000",2014
337,22984,3028526,7.5,"$6,000,000",2013
338,23160,2266338,3.3,"$3,100,000",2013
339,23183,2680458,6.9,"$100,000,000",2003
340,23302,2065153,6.2,"AED 45",2003
341,23302,2093849,6.2,"AED 45",2004
342,23334,2088447,5.1,"$750,000",2005
343,23662,2065012,3.9,"$150,000",1990
344,23662,2090094,3.1,"$800,000",2008
345,23662,2090094,3.1,"$800,000",2008
346,23662,3055240,5.9,"€ 250,000",2004
347,23737,2476695,5.6,"€ 66,000",2012
348,23772,2064726,6.2,$300,2011
349,24087,2214525,7.8,"$1,000,000",2013
350,24087,2244511,6.7,"IRN 200,000,000",2005
351,24297,2172104,6.8,"$1,259,100",2011
352,24297,2473759,5.7,"$300,000",1996
353,24498,2142801,7.1,"$70,000,000",2008
354,24498,2200206,6.7,"$60,000,000",2011
355,24498,2240991,7.5,"$4,000,000",2014
356,24498,2364140,6.9,"$100,000,000",2010
357,24498,2373732,6.8,"$30,000,000",2011
358,24498,2396226,5.6,"$12,000,000",2006
359,24498,2427897,8.8,"$160,000,000",2010
360,24498,2654114,7.3,"$7,000,000",2013
361,24498,2770402,4.2,"$100,000,000",2010
362,24498,2859852,8.1,"$110,000,000",2007
363,24760,2372385,4.9,"€ 60,000",2000
364,24760,2465471,5.1,"€ 400,000",2009
365,24982,2284078,6.6,"€ 2,600,000",2007
366,25008,2666305,7.0,"PHP 25,000,000",2004
367,25123,2700511,6.2,"$31,000",2008
368,25134,2899027,5.0,"$1,250,000",2008
369,25183,2311325,3.5,"€ 100,000",2010
370,25183,2417741,4.6,"€ 45,000",2006
371,25234,2732595,4.9,"€ 2,000,000",2003
372,25290,2610926,5.2,"$5,000",2009
373,25315,2284597,8.3,"€ 13,500,000",2006
374,25315,2565021,5.6,"$28,000,000",2011
375,25315,2617369,3.5,"€ 7,000,000",2002
376,25315,2716349,5.7,"$4,200,000",2003
377,25555,2398229,3.1,"CAD 850,000",2006
378,25687,2217899,4.6,"$8,500,000",1997
379,25813,2118675,6.4,"$14,000,000",2005
380,25813,2118978,5.9,"$48,000,000",2001
381,25813,2191617,4.8,"$15,000,000",1986
382,25813,2365340,8.1,"$14,600,000",1993
383,25813,2604185,5.9,"$45,000,000",1996
384,25813,2900106,5.8,"$78,000,000",2003
385,25813,2900106,5.8,"$78,000,000",2003
386,26132,2973994,5.8,"$850,000",2000
387,26468,2688637,7.2,"$14,000,000",1998
388,26855,2867811,4.2,"€ 860,000",2013
389,26855,2867811,4.2,"€ 860,000",2013
390,27138,2200622,8.5,"$48,000",2014
391,27194,2186538,6.3,"$5,000,000",2009
392,27194,2186538,6.3,"$5,000,000",2009
393,27219,2449551,6.0,"$25,000,000",2002
394,27219,2851786,5.9,"$50,000,000",2006
395,27562,2891704,7.6,"$25,000,000",2002
396,27562,2951940,7.7,"$6,000,000",2001
397,27696,2849628,2.7,"£50,000",2014
398,27962,2099184,7.5,"$750,000",1957
399,27962,2406880,7.7,"$2,235,000",1964
400,27962,2473863,7.7,"$410,000",1955
401,27962,3027984,8.1,"$980,000",2006
402,27968,2324656,6.1,"$45,000,000",2005
403,27968,2864920,5.5,"$6,500,000",1978
404,27968,2931722,6.8,"$25,000,000",1990
405,28044,2848767,6.3,"$28,000,000",2003
406,28054,2872383,2.8,"$300,000",2012
407,28054,2872383,2.8,"$300,000",2012
408,28067,2587643,6.5,"SEK 55,000,000",1987
409,28146,2706591,6.1,"$400,000",2011
410,28751,2496041,5.6,"€ 13,000,000",2010
411,28817,2138438,6.9,"$4,000,000",2007
412,28817,2182648,6.6,"$2,800,000",2008
413,28817,2182648,6.6,"$2,800,000",2008
414,28818,2182648,6.6,"$2,800,000",2008
415,28897,2734086,4.2,"$3,100,000",2012
416,28906,2022263,5.7,"€ 7,500,000",2003
417,28971,2475911,5.3,"$620,000",2012
418,28971,2751771,5.6,"$1,750,000",2013
419,29277,2433061,5.6,"CAD 4,500,000",2003
420,29318,2135746,6.1,"$12,500,000",2012
421,29339,2042974,6.8,"$10,000",2011
422,29504,2020472,6.8,"$2,200,000",2014
423,29771,2518757,5.6,"€ 12,000",2007
424,29817,2766838,7.2,"ZAR 5,000,000",2012
425,29823,2328303,5.6,"$200,000",2011
426,29838,2061160,5.0,"$26,000,000",2003
427,29838,2061161,4.4,"$26,000,000",2003
428,29938,2020472,6.8,"$2,200,000",2014
429,30024,3023426,7.5,"£1,100,000",2014
430,30029,2624292,5.6,"$12,000,000",1990
431,30175,3003053,7.1,"$75,000,000",2009
432,30391,2101559,6.6,"$7,000,000",2002
433,30452,2762738,5.4,"$40,000,000",2011
434,30452,2830215,7.2,"$700,000",1994
435,30499,2042974,6.8,"$10,000",2011
436,30499,2042974,6.8,"$10,000",2011
437,30499,2042974,6.8,"$10,000",2011
438,30567,2474752,4.9,"$5,000,000",1974
439,30751,2432980,6.9,"€ 8,000",2007
440,30923,2793310,7.2,"$2,000,000",1998
441,30935,2437884,6.1,"€ 100,000",2008
442,31232,2844135,7.8,"$8,000",2010
443,31340,2891472,5.0,"$750,000",2008
444,31601,2401201,4.9,"SEK 30,000,000",2007
445,32197,2686918,8.0,"£5,000",2011
446,32499,2384367,7.1,"$111,000",1992
447,33038,2030681,5.9,"$2,000,000",2011
448,33061,2476239,4.9,"RUR 400,000,000",2007
449,33206,2151578,3.5,"$4,500,000",2012
450,33373,2320393,7.5,"€ 7,000",2013
451,33373,2432772,8.4,"€ 25,000",2012
452,33545,2996417,6.0,"$2,000,000",2012
453,33788,2609349,5.2,"$25,000,000",2008
454,33872,2438059,6.6,"$800,000",1952
455,33872,2910651,4.6,"$200,000",2013
456,33872,2955252,5.8,"$800,000",1964
457,34299,2207046,5.4,"CAD 1,400,000",1980
458,34689,2173776,3.6,"$930,000",2006
459,34689,2258585,6.9,"$2,000,000",2002
460,34689,2593019,5.7,"$2,700,000",2007
461,34689,2629801,5.6,"$12,000,000",2002
462,34698,2883388,4.3,"AUD 5,000,000",2008
463,34738,2571649,6.0,"$250,000",2011
464,35004,2207908,6.9,"£3,750,000",1970
465,35005,2920747,7.1,"$5,000,000",1973
466,35005,2938228,4.3,"$21,000,000",1978
467,35005,2941400,6.9,"$14,000,000",1975
468,35005,3031051,4.2,"$20,000,000",1980
469,35012,2216373,4.7,"$10,000",1933
470,35162,2128264,5.8,"$1,000,000",2006
471,35162,2311686,7.4,"$13,500,000",2003
472,35162,2375468,7.2,"$950,000",2005
473,35162,2578695,7.6,"$2,500,000",1998
474,35168,2860302,7.7,"$5,500,000",1970
475,35198,2512432,7.3,"$26,000,000",2012
476,35324,2383429,6.1,"£40,000",2003
477,35330,2857427,6.3,"$4,000,000",2001
478,35412,2330403,6.8,"CAD 1,109,000",1971
479,35412,2542848,7.0,"$250,000",1971
480,35412,2642242,5.2,"$7,000,000",1985
481,35625,2293930,5.3,"$1,000,000",1994
482,35702,2128264,5.8,"$1,000,000",2006
483,35702,2375468,7.2,"$950,000",2005
484,35728,2140904,5.9,"$1,000",2000
485,36023,2723036,6.6,"$100,000",2004
486,36117,2931494,4.4,"$50,000,000",2006
487,36343,2669699,7.2,"$595,000",2005
488,36343,2669699,7.2,"$595,000",2005
489,36424,2051781,7.0,"$100,000",2011
490,36443,2366357,5.6,"BRL 250",2004
491,36443,2632592,5.9,"BRL 1,500",2005
492,36636,2837959,7.6,$700,2001
493,36935,2835555,7.4,"$7,395,080",2012
494,36952,2088027,6.9,"$4,000,000",1988
495,36963,2597267,6.4,"$200,000",2014
496,36969,2149117,3.8,"$1,500,000",2011
497,37035,2777266,3.8,"$5,500,000",2004
498,37303,2219335,6.8,"$2,000,000",2010
499,37303,2579490,6.1,"$2,000,000",2010
500,37319,2219335,6.8,"$2,000,000",2010
501,37319,2579490,6.1,"$2,000,000",2010
502,37329,2204606,6.2,"$13,000,000",1989
503,37710,2366357,5.6,"BRL 250",2004
504,37710,2366357,5.6,"BRL 250",2004
505,37710,2632592,5.9,"BRL 1,500",2005
506,37710,2632592,5.9,"BRL 1,500",2005
507,37766,2672442,5.9,"€ 120",2009
508,37990,2055223,6.5,"$2,500,000",1993
509,37990,2283354,7.5,"$4,500,000",2001
510,37990,2497481,7.5,"$5,000,000",2004
511,37990,2499063,6.6,"$1,400,000",2004
512,37990,2500383,7.6,"$13,000,000",2011
513,37990,2543121,7.2,"$18,000,000",2009
514,37990,2603712,7.6,"$700,000",1988
515,37990,2609091,7.6,"€ 2,000,000",2004
516,37990,2930398,7.6,"$5,000,000",2006
517,37995,2055223,6.5,"$2,500,000",1993
518,37995,2283354,7.5,"$4,500,000",2001
519,37995,2497481,7.5,"$5,000,000",2004
520,37995,2499063,6.6,"$1,400,000",2004
521,37995,2603712,7.6,"$700,000",1988
522,37995,2609091,7.6,"€ 2,000,000",2004
523,37995,2773945,5.4,"$2,500,000",1998
524,37995,2930398,7.6,"$5,000,000",2006
525,38046,2894770,5.4,"$1,800,000",2011
526,38046,2954403,7.3,"$80,000,000",2000
527,38485,2521249,7.8,"$30,000",2007
528,38510,2632241,5.0,"ARS 45,000",2008
529,38587,2284768,6.5,"$1,000,000",2013
530,38700,2018412,5.9,"€ 3,000",2013
531,38707,2088773,5.8,"NOK 28,479,000",2009
532,38707,2168566,6.4,"$1,000,000",2002
533,38707,2168869,6.3,"€ 40,000",2012
534,38707,2169088,6.5,"€ 30,000",2005
535,39022,2342106,7.7,"JPY 3,400,000,000",2008
536,39326,2077314,2.3,"$2,000,000",2013
537,39546,2565386,7.9,"€ 90,000",2008
538,39546,2565386,7.9,"€ 90,000",2008
539,39752,2392954,6.3,"$24,000,000",2007
540,39752,2851963,4.1,"$17,000,000",2012
541,39810,2039246,7.5,"$32,000,000",2005
542,39810,2289279,6.9,"$33,000,000",2003
543,39810,2602204,5.1,"$22,000,000",2007
544,39810,2799682,2.1,"$84,000,000",2005
545,39810,2906417,5.5,"$33,000,000",2006
546,40078,2549465,7.3,"$5,000,000",2012
547,40134,2069245,3.8,"$1,200,000",2005
548,40134,2257519,4.8,"$21,000,000",2006
549,40134,2401837,2.0,"$7,000,000",2003
550,40134,2940253,4.2,"$2,000,000",2010
551,40155,2027299,7.9,"$1,500,000",1977
552,40155,2044332,6.1,"$1,500,000",1979
553,40155,2045032,6.8,"$10,000,000",2006
554,40155,2155918,6.1,"$6,000,000",1976
555,40155,2201225,6.9,"$8,500,000",1999
556,40155,2265877,4.6,"$12,000,000",2000
557,40155,2360860,7.3,"$19,800,000",2001
558,40155,2462774,6.2,"$19,000,000",1996
559,40155,2602458,6.4,"$7,000,000",1994
560,40155,2616961,7.8,"$2,200,000",1975
561,40155,2642242,5.2,"$7,000,000",1985
562,40155,2731586,6.2,"$2,500,000",1979
563,40155,2866828,6.2,"$15,000,000",2004
564,40155,2894912,6.3,"$35,000",1958
565,40170,2917632,5.7,"$10,000",2003
566,40197,2634730,5.9,"ILS 150,000",2012
567,40206,2019375,4.9,"FRF 13,000,000",1998
568,40206,2151166,4.9,"€ 5,340,000",2006
569,40206,2408662,6.6,"NOK 141,000,000",2002
570,40206,2500694,3.5,"€ 6,800,000",2011
571,40206,2505146,5.8,"FRF 23,000,000",1997
572,40206,2524293,5.7,"€ 20,000,000",2006
573,40206,2658859,7.1,"€ 14,000,000",2008
574,40206,2732275,5.5,"$15,000,000",2002
575,40206,2910174,5.5,"$5,000,000",2001
576,40277,2350258,5.7,"$500,000",2010
577,40277,2377633,5.7,"$1,500,000",2007
578,40277,2468471,7.5,"$2,500,000",2008
579,40328,2272713,5.1,"$20,000,000",2008
580,40332,2099477,5.4,"ITL 450,000,000",1954
581,41049,2098275,7.2,$300,2009
582,41163,2424563,6.2,"$17,000,000",2003
583,41280,2068221,5.7,"$14,000,000",2003
584,41280,2090623,4.5,"$32,000,000",2005
585,41280,2112745,6.3,"$12,000,000",2003
586,41280,2112748,5.6,"$18,000,000",2004
587,41280,2151193,5.7,"$28,000,000",2014
588,41280,2335349,5.8,"$20,000,000",2002
589,41280,2624267,6.0,"$9,500,000",2000
590,41280,2732138,6.1,"$25,000,000",2014
591,41280,2903203,5.0,"$23,000,000",2007
592,41497,2086868,7.1,"€ 1,900,000",2005
593,41501,2320701,6.6,"$850,000",1998
594,41535,2289924,7.6,"NOK 15,500,000",2001
595,41535,2407261,6.2,"ISK 250,000,000",1991
596,41535,2415987,6.9,"$2,500,000",1998
597,41535,2482742,5.0,"$4,000,000",2011
598,41535,2570241,5.6,"NOK 18,000,000",2010
599,41535,2796347,5.9,"NOK 70,000,000",1999
600,41711,2334246,5.3,"$30,000,000",1992
601,41711,2445273,5.7,"$20,000,000",1979
602,42082,2208222,4.5,"CAD 70,000",2006
603,42329,2060081,5.7,"$825,000",2009
604,42329,2195103,5.5,"$7,000,000",2008
605,42482,2498183,7.1,"$3,000,000",2009
606,43214,2135746,6.1,"$12,500,000",2012
607,43313,2228094,5.9,"$1,000,000",1998
608,43313,2229105,5.4,"$5,000,000",2008
609,43313,2599523,3.7,"$3,000,000",2004
610,43378,2047431,4.7,"$18,000,000",1997
611,43590,2680787,6.4,"$2,500,000",1998
612,43612,2693704,6.9,"€ 13,000,000",2013
613,43626,2422764,5.8,"$770,000",2008
614,43800,2177589,6.0,"$80,000",2001
615,43800,2230567,5.6,"$450,000",2003
616,43800,2449469,6.1,"$1,000,000",2006
617,43800,2449469,6.1,"$1,000,000",2006
618,43800,2600376,4.4,"$6,000,000",2013
619,43800,2600376,4.4,"$6,000,000",2013
620,43800,2780801,3.4,"$3,000,000",2007
621,43800,2871013,3.6,"$1,000,000",2006
622,43880,2976195,4.0,"$125,000",2009
623,43956,2210262,7.9,"€ 300,000",2010
624,43956,2218838,4.7,"€ 220",2010
625,44005,2346933,5.5,"$3,500,000",2013
626,44048,2954411,7.3,"$25,000",2008
627,44244,2565770,8.1,"€ 10,000,000",2005
628,44244,2845431,7.5,"€ 721,214",1996
629,44262,2064787,8.2,"$1,500,000",2013
630,44272,2064787,8.2,"$1,500,000",2013
631,44472,2877552,5.9,"$7,000,000",2011
632,44476,2757611,4.0,"$500,000",2013
633,44677,2457879,5.8,"$40,000,000",2003
634,44677,2673506,5.4,"$20,000,000",2007
635,44677,2879409,7.6,"$93,000,000",1997
636,44727,2182648,6.6,"$2,800,000",2008
637,44767,2266209,4.5,"$3,000,000",2012
638,44767,2622500,5.8,"$3,000,000",2011
639,44774,2785420,5.2,"$6,000,000",2000
640,44826,2713021,5.5,"€ 10,000,000",2007
641,44826,2733690,4.9,"€ 5,000,000",2012
642,44934,2628072,5.5,"$22,000,000",2009
643,45030,2121018,6.1,"$500,000",2010
644,45030,2379095,6.4,"$150,000",2009
645,45039,2075449,5.3,"$1,000,000",1986
646,45046,2351764,6.5,"$7,500,000",2013
647,45286,2789144,3.3,"SEK 7,000,000",2012
648,45747,2491360,4.8,"€ 100,000",2012
649,45806,2109850,5.9,"BRL 65,000",2006
650,45806,2201956,6.8,"BRL 8,000,000",2010
651,45904,2286903,5.6,"€ 2,500,000",2002
652,46219,2086950,6.1,"$30,000,000",2001
653,46219,2111477,6.6,"$80,000,000",2001
654,46219,2115856,6.7,"$8,000,000",2007
655,46219,2116115,2.4,"$44,000,000",2000
656,46219,2151980,5.5,"$33,000,000",2003
657,46219,2219732,5.4,"$4,000,000",2007
658,46219,2230303,6.8,"$20,000,000",2007
659,46219,2263903,5.3,"$15,000,000",1992
660,46219,2267345,6.9,"$32,000,000",2006
661,46219,2272713,5.1,"$20,000,000",2008
662,46219,2288511,3.2,"$1,000,000",1997
663,46219,2296035,6.4,"$3,000,000",2000
